symbol,company_name,classification,recommended_action,fp_risk_rationale,english_word_match,prod_observed_fp,validated_against_master
SUNDROP,Sundrop Brands Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNFLAG,Sunflag Iron And Steel Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNPHARMA,Sun Pharmaceutical Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNTECK,Sunteck Realty Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNTV,Sun TV Network Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUPERHOUSE,Superhouse Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUPERSPIN,Super Spinning Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUPRAJIT,Suprajit Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUPREME,Supreme Holdings & Hospitality (India) Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'supreme' triggers case-insensitive false matches in news,Y,N,Y
SUPREMEENG,Supreme Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUPREMEIND,Supreme Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUPREMEINF,Supreme Infrastructure India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUPRIYA,Supriya Lifescience Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURAJEST,Suraj Estate Developers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURAJLTD,Suraj Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURAKSHA,Suraksha Diagnostic Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURANASOL,Surana Solar Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURANAT&P,Surana Telecom and Power Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURYALA,Suryalata Spinning Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURYALAXMI,Suryalakshmi Cotton Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURYAROSNI,Surya Roshni Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SURYODAY,Suryoday Small Finance Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUTLEJTEX,Sutlej Textiles and Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUVEN,Suven Life Sciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUVIDHAA,Suvidhaa Infoserve Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUYOG,Suyog Telematics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUZLON,Suzlon Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SVLL,Shree Vasu Logistics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SWANCORP,SWAN CORP LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SWANDEF,Swan Defence and Heavy Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SWARAJENG,Swaraj Engines Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SWELECTES,Swelect Energy Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SWIGGY,Swiggy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SWSOLAR,Sterling and Wilson Renewable Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SYMPHONY,Symphony Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'symphony' triggers case-insensitive false matches in news,N,N,Y
SYNCOMF,Syncom Formulations (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SYNGENE,Syngene International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SYRMA,Syrma SGS Technology Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SYSTMTXC,Systematix Corporate Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TAALTECH,Taal Tech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TAJGVK,Taj GVK Hotels & Resorts Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TAKE,Take Solutions Limited,symbol_stoplist,drop_bare_symbol_alias,Common English verb 'take' triggers case-insensitive false matches in daily commentary,N,Y,Y
TALBROAUTO,Talbros Automotive Components Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TAMBOLIIN,Tamboli Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TANLA,Tanla Platforms Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TARACHAND,Tara Chand InfraLogistic Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TARAPUR,Tarapur Transformers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TARC,TARC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TARIL,Transformers And Rectifiers (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TARMAT,Tarmat Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TARSONS,Tarsons Products Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TASTYBITE,Tasty Bite Eatables Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATACAP,Tata Capital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATACHEM,Tata Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATACOMM,Tata Communications Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATAELXSI,Tata Elxsi Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATAINVEST,Tata Investment Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATAPOWER,Tata Power Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATASTEEL,Tata Steel Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATATECH,Tata Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TATVA,Tatva Chintan Pharma Chem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TBOTEK,TBO Tek Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TBZ,Tribhovandas Bhimji Zaveri Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TCC,TCC Concept Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TCI,Transport Corporation of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TCIEXP,TCI Express Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TCIFINANCE,TCI Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TCPLPACK,TCPL Packaging Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TCS,Tata Consultancy Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TDPOWERSYS,TD Power Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEAMGTY,Team India Guaranty Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEAMLEASE,Teamlease Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TECHM,Tech Mahindra Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TECHNOE,Techno Electric & Engineering Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TECHNVISN,TechNVision Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TECILCHEM,TECIL Chemicals and Hydro Power Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEGA,Tega Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEJASNET,Tejas Networks Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEMBO,Tembo Global Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TENNIND,Tenneco Clean Air India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TERASOFT,Tera Software Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEXINFRA,Texmaco Infrastructure & Holdings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEXMOPIPES,Texmo Pipes and Products Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TEXRAIL,Texmaco Rail & Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TFCILTD,Tourism Finance Corporation of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TFL,Transwarranty Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TGBHOTELS,TGB Banquets And Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THACKER,Thacker & Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THAKDEV,Thakkers Developers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THANGAMAYL,Thangamayil Jewellery Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THEINVEST,The Investment Trust Of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THEJO,Thejo Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THELEELA,Leela Palaces Hotels & Resorts Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THEMISMED,Themis Medicare Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THERMAX,Thermax Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THOMASCOOK,Thomas Cook  (India)  Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THOMASCOTT,Thomas Scott (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
THYROCARE,Thyrocare Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TI,Tilaknagar Industries Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'ti' triggers case-insensitive false matches in news,N,N,Y
TICL,Twamev Construction and Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIGERLOGS,Tiger Logistics (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIIL,Technocraft Industries (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIINDIA,Tube Investments of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIJARIA,Tijaria Polypipes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIL,TIL Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'til' triggers case-insensitive false matches in news,N,N,Y
TIMETECHNO,Time Technoplast Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIMEX,Timex Group India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIMKEN,Timken India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TINNARUBR,Tinna Rubber and Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIPSFILMS,Tips Films Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIPSMUSIC,Tips Music Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIRUMALCHM,Thirumalai Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TIRUPATIFL,Tirupati Forge Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TITAN,Titan Company Limited,denylist_context,add_denylist_context,Requires runtime context words to tag: Company; NSE; BSE; results; shares; Tanishq; Fastrack; Sonata; Q1; Q2; Q3; Q4; ₹; jewellery; watch,N,N,Y
TMB,Tamilnad Mercantile Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TMCV,Tata Motors Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TMPV,Tata Motors Passenger Vehicles Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TNPETRO,Tamilnadu PetroProducts Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TNPL,Tamil Nadu Newsprint & Papers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TNTELE,Tamilnadu Telecommunication Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TOKYOPLAST,Tokyo Plast International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TOLINS,Tolins Tyres Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TORNTPHARM,Torrent Pharmaceuticals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TORNTPOWER,Torrent Power Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TOTAL,Total Transport Systems Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'total' triggers matches in generic mathematical or financial summaries (e.g. 'total profit'),Y,Y,Y
TOUCHWOOD,Touchwood Entertainment Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TPHQ,Teamo Productions HQ Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TPLPLASTEH,TPL Plastech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRACXN,Tracxn Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRANSPEK,Transpek Industry Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRANSRAILL,Transrail Lighting Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRAVELFOOD,Travel Food Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TREEHOUSE,Tree House Education & Accessories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TREJHARA,TREJHARA SOLUTIONS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TREL,Transindia Real Estate Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRENT,Trent Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRF,TRF Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRIDENT,Trident Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRIGYN,Trigyn Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRITURBINE,Triveni Turbine Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRIVENI,Triveni Engineering & Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRU,TruCap Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TRUALT,TruAlt Bioenergy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TSFINV,TSF INVESTMENTS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TTKHLTCARE,TTK Healthcare Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TTKPRESTIG,TTK Prestige Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TTL,T T Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TTML,Tata Teleservices (Maharashtra) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TVSELECT,TVS Electronics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TVSHLTD,TVS Holdings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TVSMOTOR,TVS Motor Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TVSSCS,TVS Supply Chain Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TVSSRICHAK,TVS Srichakra Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TVTODAY,TV Today Network Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
TVVISION,TV Vision Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UBL,United Breweries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UCAL,UCAL LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UCOBANK,UCO Bank,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UDS,Updater Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UEL,Ujaas Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UFBL,United Foodbrands Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UFLEX,UFLEX Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UFO,UFO Moviez India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UGARSUGAR,The Ugar Sugar Works Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UGROCAP,Ugro Capital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UJJIVANSFB,Ujjivan Small Finance Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ULTRACEMCO,UltraTech Cement Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ULTRAMAR,Ultramarine & Pigments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UMAEXPORTS,Uma Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UMESLTD,Usha Martin Education & Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UMIYA-MRO,UMIYA BUILDCON LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNICHEMLAB,Unichem Laboratories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNIDT,United Drilling Tools Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNIECOM,Unicommerce Esolutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNIENTER,Uniphos Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNIINFO,Uniinfo Telecom Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNIMECH,Unimech Aerospace and Manufacturing Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNIONBANK,Union Bank of India,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNIPARTS,Uniparts India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
UNITDSPR,United Spirits Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
